Name,Type,Breed,Age,Color,Shelter Name,Shelter City,Shelter State,Adoption Date
Michael,Dog,Beagle,6,White,Second Chance Animal Shelter,Port Donna,Wyoming,06/02/24 23:09:21
Brian,Cat,Siamese,8,Black,Four-Legged Friends Rescue,New Brittanyhaven,Colorado,06/02/24 23:10:57
Kevin,Dog,Beagle,3,Blue,Hopeful Hearts Animal Shelter,Pachecotown,Pennsylvania,06/02/24 23:36:41
Shawn,Cat,British Shorthair,8,Brown,Barks and Meows Haven,Lopezville,Wyoming,06/02/24 23:44:08
Wyatt,Dog,German Shepherd,3,Blue,Furever Friends Sanctuary,New Kyle,New Mexico,06/02/24 23:48:23
Sheila,Cat,Maine Coon,8,Brown,Furever Friends Sanctuary,Wilkinsburgh,Vermont,06/02/24 23:50:22
Juan,Cat,Maine Coon,11,Golden,Cuddle Buddies Rescue,Markbury,Minnesota,06/03/24 00:41:25
Jane,Dog,Labrador Retriever,12,Cream,Fur-Ever Homes Shelter,Delacruzfort,Oregon,06/03/24 00:48:59
Lauren,Dog,Yorkshire Terrier,1,Red,Pawsitive Outcomes Rescue,Hernandezfurt,Oklahoma,06/03/24 00:58:55
Devin,Cat,Ragdoll,1,Golden,Four-Legged Friends Rescue,Thomashaven,Alaska,06/03/24 01:35:11
Robert,Dog,German Shepherd,12,Red,Four-Legged Friends Rescue,East Theresa,Michigan,06/03/24 02:13:26
Nicholas,Cat,Maine Coon,3,Blue,Furry Friends Haven,West Ashleyport,Arkansas,06/03/24 03:22:50
David,Dog,Bulldog,5,Gray,Furry Friends Haven,West Robert,Delaware,06/03/24 04:17:14
Austin,Dog,Beagle,10,Blue,Pawsitive Outcomes Rescue,South Hollyton,Texas,06/03/24 04:24:30
Karen,Dog,Dachshund,11,Red,Barks and Meows Haven,Freemanland,Vermont,06/03/24 04:33:28
Gail,Cat,Oriental Shorthair,12,Red,Cuddle Buddies Rescue,East Michael,Rhode Island,06/03/24 04:55:05
William,Cat,Abyssinian,9,Red,Fur-Ever Homes Shelter,Holdermouth,Indiana,06/03/24 05:04:15
Brian,Cat,British Shorthair,12,Brown,Wagging Tails Shelter,South Patrickview,Arizona,06/03/24 05:10:07
Valerie,Dog,Golden Retriever,14,Black,Fur-Ever Homes Shelter,Munozburgh,Minnesota,06/03/24 05:12:17
Brittany,Dog,Dachshund,6,Brown,Furry Companions Shelter,South Roberthaven,Iowa,06/03/24 05:27:41
Courtney,Cat,British Shorthair,3,Blue,Whiskers and Tails Sanctuary,Rebeccabury,Pennsylvania,06/03/24 05:59:45
Patrick,Dog,Poodle,11,Cream,Furry Companions Shelter,Matthewburgh,Minnesota,06/03/24 06:05:23
Andrew,Cat,Siamese,5,Spotted,Furry Friends Haven,West Kimberlymouth,Wisconsin,06/03/24 06:14:17
Jesse,Cat,Siamese,11,Cream,Furry Companions Shelter,Karlhaven,Minnesota,06/03/24 06:15:00
Karen,Cat,Siamese,3,Red,Rescue Me Animal Shelter,North Scott,South Dakota,06/03/24 06:43:56
Nathaniel,Dog,German Shepherd,9,Red,Faithful Friends Animal Shelter,Lemouth,California,06/03/24 06:48:17
Joel,Dog,German Shepherd,4,Cream,Happy Paws Rescue,Nicholasborough,Oklahoma,06/03/24 06:59:44
Kelly,Dog,Labrador Retriever,12,Blue,Fur-Ever Homes Shelter,Martinchester,Massachusetts,06/03/24 07:08:57
Sarah,Dog,Beagle,14,Cream,Pet Haven Rescue,New Lori,South Carolina,06/03/24 07:27:52
Melissa,Dog,Dachshund,9,Spotted,Happy Paws Rescue,West Jimmyview,Illinois,06/03/24 07:34:55
Mark,Dog,Bulldog,14,Golden,Cuddle Buddies Rescue,Savannahchester,Pennsylvania,06/03/24 07:38:36
Joan,Dog,Boxer,14,Striped,Four-Legged Friends Rescue,Masonview,West Virginia,06/03/24 08:10:48
Andrew,Dog,Labrador Retriever,6,Brown,Whiskers and Tails Sanctuary,New Michaelfort,Maine,06/03/24 08:16:23
Tina,Cat,Abyssinian,8,Black,Fur-Ever Homes Shelter,Taylorfort,North Carolina,06/03/24 08:35:24
Krista,Cat,Persian,7,Cream,Furry Companions Shelter,Waynefurt,Oklahoma,06/03/24 08:50:09
John,Dog,Bulldog,8,Striped,Second Chance Animal Shelter,East Williamville,Alaska,06/03/24 09:11:04
Jason,Dog,Boxer,15,Spotted,Whiskers and Tails Sanctuary,East Luisstad,South Carolina,06/03/24 09:15:25
Samantha,Cat,Abyssinian,13,Striped,Second Chance Animal Shelter,West Rebecca,Texas,06/03/24 09:35:26
Stephen,Dog,Beagle,14,Blue,Furry Companions Shelter,Josehaven,North Dakota,06/03/24 09:35:57
Wendy,Cat,Maine Coon,5,Brown,Four-Legged Friends Rescue,Johnsonbury,Alabama,06/03/24 10:35:00
David,Dog,Boxer,7,Brown,Barks and Meows Haven,Shortborough,Maryland,06/03/24 10:42:10
Travis,Dog,German Shepherd,1,Black,Cuddle Buddies Rescue,Vaughnmouth,Kansas,06/03/24 10:49:56
Margaret,Cat,Scottish Fold,8,Brown,Pet Haven Rescue,Port Jennifer,Rhode Island,06/03/24 11:20:18
Gilbert,Dog,Yorkshire Terrier,6,Black,Pawsitive Outcomes Rescue,Guerreroview,Arizona,06/03/24 11:28:09
Hannah,Cat,Ragdoll,15,Cream,Four-Legged Friends Rescue,Victoriamouth,Oklahoma,06/03/24 11:51:53
Beth,Dog,German Shepherd,15,Black,Second Chance Animal Shelter,Karichester,Arizona,06/03/24 11:54:30
Kimberly,Dog,Yorkshire Terrier,11,Black,Faithful Friends Animal Shelter,Blakemouth,California,06/03/24 12:04:38
Benjamin,Cat,Oriental Shorthair,13,Blue,Furry Friends Haven,Larsonside,California,06/03/24 12:05:27
Jacob,Cat,Birman,4,Black,Rescue Me Animal Shelter,Rogersmouth,Massachusetts,06/03/24 12:18:44
Brendan,Cat,Sphynx,10,Striped,Barks and Meows Haven,North Christopherfort,Nevada,06/03/24 12:33:36
Ryan,Cat,Ragdoll,2,Gray,Animal Haven Rescue,Solisburgh,Massachusetts,06/03/24 12:33:50
David,Cat,Persian,2,Black,Cuddle Buddies Rescue,New Emily,Maine,06/03/24 13:05:55
Steven,Dog,Boxer,7,Red,Barks and Meows Haven,Elliottstad,Oregon,06/03/24 13:23:28
Rebecca,Dog,Boxer,5,Golden,Barks and Meows Haven,Ashleystad,South Carolina,06/03/24 13:32:06
Zachary,Dog,Rottweiler,4,Striped,Furever Friends Sanctuary,South Brandi,West Virginia,06/03/24 14:20:33
Cynthia,Dog,Dachshund,15,Spotted,Furry Friends Haven,Cassidyfort,Wyoming,06/03/24 14:52:19
Jenna,Cat,Maine Coon,12,Brown,Cuddle Buddies Rescue,Welchbury,Michigan,06/03/24 15:02:32
Travis,Cat,Abyssinian,13,Spotted,Whiskers and Tails Sanctuary,Jesusshire,Delaware,06/03/24 15:20:40
Terri,Cat,Ragdoll,12,White,Pet Haven Rescue,Swansonside,Indiana,06/03/24 15:27:24
Kimberly,Dog,Dachshund,13,Cream,Faithful Friends Animal Shelter,Mcguireburgh,Florida,06/03/24 15:41:47
Denise,Dog,German Shepherd,3,Red,Faithful Friends Animal Shelter,Davilaside,Connecticut,06/03/24 15:45:52
Danny,Dog,Labrador Retriever,6,Cream,Four-Legged Friends Rescue,West Abigail,Tennessee,06/03/24 15:58:16
Kevin,Cat,Siamese,9,Red,Hopeful Hearts Animal Shelter,Lake Jeremy,West Virginia,06/03/24 16:10:21
Kaitlyn,Dog,German Shepherd,13,White,Furever Friends Sanctuary,Smithport,Oklahoma,06/03/24 16:50:56
Lisa,Dog,Boxer,7,Black,Second Chance Animal Shelter,North Jeremyborough,North Dakota,06/03/24 16:52:51
Norman,Dog,German Shepherd,12,Spotted,Wagging Tails Shelter,North Michellechester,Idaho,06/03/24 17:05:54
Meghan,Cat,Birman,10,Spotted,Furever Friends Sanctuary,New Sandra,Michigan,06/03/24 17:12:25
Janet,Dog,Bulldog,4,White,Rescue Me Animal Shelter,West Debbieland,Idaho,06/03/24 17:37:40
Jerry,Cat,Ragdoll,15,Cream,Furry Companions Shelter,West Brett,Ohio,06/03/24 18:08:16
Gregory,Cat,Abyssinian,6,Golden,Barks and Meows Haven,West Timothytown,Massachusetts,06/03/24 18:14:17
Amy,Cat,Birman,13,Black,Animal Haven Rescue,Gonzalezstad,Vermont,06/03/24 18:16:16
Timothy,Cat,Scottish Fold,4,Striped,Cuddle Buddies Rescue,Kaylaside,Nebraska,06/03/24 18:22:24
Michele,Dog,German Shepherd,15,Spotted,Wagging Tails Shelter,Pageside,Colorado,06/03/24 19:27:23
Mary,Cat,Birman,4,Striped,Wagging Tails Shelter,Martinshire,Mississippi,06/03/24 20:05:11
Leslie,Dog,Dachshund,1,Gray,Happy Paws Rescue,South Drew,Oregon,06/03/24 20:40:42
Lisa,Cat,Maine Coon,8,Golden,Cuddle Buddies Rescue,Pennyport,Colorado,06/03/24 20:45:43
Christopher,Dog,Boxer,10,Striped,Barks and Meows Haven,Traceyport,North Carolina,06/03/24 21:21:31
Mary,Cat,Birman,11,Black,Furry Friends Haven,East Jesusport,Arizona,06/03/24 21:36:55
Cassandra,Dog,Labrador Retriever,1,Blue,Whiskers and Tails Sanctuary,Burtonville,North Dakota,06/03/24 22:12:51
Gary,Cat,Persian,1,Red,Fur-Ever Homes Shelter,Howardfurt,Ohio,06/03/24 23:02:23
Megan,Dog,Yorkshire Terrier,12,Spotted,Fur-Ever Homes Shelter,Robertview,North Carolina,06/03/24 23:22:34
Jared,Cat,Maine Coon,14,White,Loving Paws Rescue,Jamesville,Colorado,06/03/24 23:50:16
Susan,Dog,Rottweiler,11,Red,Paws and Claws Shelter,Nicholasport,Oregon,06/03/24 23:51:57
Kristin,Dog,Golden Retriever,5,Red,Furever Friends Sanctuary,North Paul,Colorado,06/04/24 00:06:53
Maxwell,Cat,Maine Coon,5,Gray,Whiskers and Tails Sanctuary,East Melaniebury,Georgia,06/04/24 00:13:29
Rebecca,Cat,Maine Coon,1,White,Barks and Meows Haven,Campbellmouth,Kentucky,06/04/24 00:19:27
Cody,Dog,Rottweiler,6,Brown,Four-Legged Friends Rescue,South Jason,Pennsylvania,06/04/24 00:26:03
Alexander,Cat,Abyssinian,8,Brown,Barks and Meows Haven,Lake Richardberg,New Mexico,06/04/24 00:31:25
James,Dog,Dachshund,10,Blue,Faithful Friends Animal Shelter,South Tylermouth,New Mexico,06/04/24 00:48:06
Andrea,Cat,Ragdoll,8,Gray,Rescue Me Animal Shelter,Stephanieville,Oregon,06/04/24 01:12:12
Samantha,Dog,Rottweiler,14,Striped,Whiskers and Tails Sanctuary,Brianton,Massachusetts,06/04/24 01:34:30
James,Dog,Yorkshire Terrier,9,Brown,Whiskers and Tails Sanctuary,Richardsmouth,Connecticut,06/04/24 01:36:48
Karen,Dog,Beagle,6,Striped,Furever Friends Sanctuary,East Meganstad,Nebraska,06/04/24 01:42:27
Jonathan,Dog,Golden Retriever,15,Blue,Safe Haven Animal Shelter,East Joshuaberg,Pennsylvania,06/04/24 02:09:57
Darrell,Cat,Siamese,5,Striped,Animal Haven Rescue,Lake David,New Hampshire,06/04/24 02:12:59
Colin,Cat,Persian,4,Blue,Furry Companions Shelter,Robertfort,Colorado,06/04/24 02:18:00
Mia,Dog,Golden Retriever,6,Red,Hopeful Hearts Animal Shelter,Smithborough,Michigan,06/04/24 02:43:10
Ryan,Dog,Rottweiler,12,Spotted,Paws and Claws Shelter,Johnsonfurt,Wyoming,06/04/24 03:03:39
Joel,Dog,Labrador Retriever,13,Brown,Cuddle Buddies Rescue,Cohenside,Rhode Island,06/04/24 03:07:01
Catherine,Cat,Sphynx,12,Blue,Animal Haven Rescue,Kelliport,North Dakota,06/04/24 03:10:42
Jamie,Cat,Sphynx,11,Golden,Furever Friends Sanctuary,New Kimberlystad,Washington,06/04/24 03:23:22
Adrian,Dog,Poodle,9,Spotted,Rescue Me Animal Shelter,Mooreside,South Carolina,06/04/24 03:48:21
Corey,Dog,Bulldog,3,Brown,Furry Friends Haven,Romerotown,Kentucky,06/04/24 04:01:33
Ashley,Cat,British Shorthair,3,Cream,Happy Paws Rescue,Lawsonmouth,Idaho,06/04/24 04:21:53
Collin,Cat,Ragdoll,1,Striped,Whiskers and Tails Sanctuary,Bobbyburgh,Georgia,06/04/24 04:31:54
Chelsea,Cat,Abyssinian,1,Brown,Furry Friends Haven,Port Haleyburgh,Utah,06/04/24 05:08:25
Brett,Dog,Poodle,1,Golden,Animal Haven Rescue,Lindahaven,Mississippi,06/04/24 05:10:47
Ryan,Cat,Abyssinian,13,Golden,Four-Legged Friends Rescue,Lake Chadfurt,South Carolina,06/04/24 05:24:43
Samuel,Cat,Oriental Shorthair,13,Striped,Furever Friends Sanctuary,East Christopherchester,Alaska,06/04/24 06:02:25
Jose,Dog,Golden Retriever,1,Black,Safe Haven Animal Shelter,South Eric,Texas,06/04/24 06:19:40
Alexis,Dog,Labrador Retriever,9,Striped,Furever Friends Sanctuary,Ericatown,California,06/04/24 06:24:20
Derrick,Dog,Poodle,3,Golden,Hopeful Hearts Animal Shelter,Lake Alberttown,Montana,06/04/24 06:33:14
Amy,Cat,Oriental Shorthair,8,Striped,Faithful Friends Animal Shelter,Carrilloview,Iowa,06/04/24 06:43:28
Kim,Dog,German Shepherd,12,Striped,Barks and Meows Haven,Shelbychester,New Hampshire,06/04/24 06:47:42
Benjamin,Cat,Maine Coon,8,White,Second Chance Animal Shelter,New Kimberlyfurt,Pennsylvania,06/04/24 06:51:37
Frederick,Cat,Sphynx,13,White,Loving Paws Rescue,Bowersview,Arizona,06/04/24 07:00:30
Katie,Dog,Dachshund,7,Red,Furry Friends Haven,Jenningston,Kansas,06/04/24 07:17:08
Laura,Cat,British Shorthair,5,Gray,Four-Legged Friends Rescue,Matthewbury,Iowa,06/04/24 07:18:27
Troy,Dog,Labrador Retriever,4,Cream,Furry Friends Haven,Keithfurt,New Hampshire,06/04/24 07:58:18
Vanessa,Cat,Persian,9,Blue,Hopeful Hearts Animal Shelter,East Matthewtown,Montana,06/04/24 09:04:23
Kevin,Dog,Boxer,8,Gray,Second Chance Animal Shelter,Davidfort,Delaware,06/04/24 09:10:18
Patrick,Cat,Ragdoll,3,Brown,Loving Paws Rescue,West Rachelview,Pennsylvania,06/04/24 09:20:38
Jennifer,Cat,British Shorthair,11,Black,Second Chance Animal Shelter,West Danielton,Florida,06/04/24 09:28:02
Charles,Dog,Poodle,11,Red,Rescue Me Animal Shelter,Jeffreyshire,Nebraska,06/04/24 09:35:20
Mary,Cat,Scottish Fold,11,Gray,Whiskers and Tails Sanctuary,Wheelerburgh,Ohio,06/04/24 09:36:26
Jason,Dog,German Shepherd,10,Brown,Fur-Ever Homes Shelter,Port Nancyton,Ohio,06/04/24 11:03:24
Cassandra,Cat,Ragdoll,2,Gray,Furever Friends Sanctuary,Cervantesbury,Alabama,06/04/24 11:05:32
Rebecca,Dog,Rottweiler,8,Cream,Whiskers and Tails Sanctuary,Crystalfort,Ohio,06/04/24 11:13:32
Katie,Cat,Ragdoll,14,Striped,Furry Companions Shelter,Port Monicaberg,Oklahoma,06/04/24 11:45:02
Sally,Dog,Golden Retriever,13,White,Paws and Claws Shelter,Kimberlyfurt,Maine,06/04/24 11:58:53
Nathan,Dog,Bulldog,13,Gray,Rescue Me Animal Shelter,Parrishborough,Texas,06/04/24 12:04:00
Adam,Dog,Golden Retriever,4,Red,Whiskers and Tails Sanctuary,Reidside,Iowa,06/04/24 12:06:22
Jake,Dog,German Shepherd,5,Striped,Four-Legged Friends Rescue,West Wyatt,Vermont,06/04/24 12:17:08
Jose,Cat,Maine Coon,7,Black,Wagging Tails Shelter,Gregview,Connecticut,06/04/24 12:23:37
Patricia,Cat,Scottish Fold,8,Red,Furever Friends Sanctuary,South Jimmybury,Oklahoma,06/04/24 13:02:22
Susan,Dog,German Shepherd,11,Golden,Furry Companions Shelter,Emilyfurt,North Dakota,06/04/24 13:12:08
Patricia,Dog,Bulldog,7,Blue,Furry Companions Shelter,Clarkmouth,Pennsylvania,06/04/24 13:29:01
Christine,Dog,Golden Retriever,13,Cream,Furever Friends Sanctuary,Keithchester,Connecticut,06/04/24 13:40:38
Taylor,Cat,Maine Coon,15,Red,Safe Haven Animal Shelter,South Paulbury,Georgia,06/04/24 13:50:53
Michael,Dog,Labrador Retriever,15,Blue,Barks and Meows Haven,North Susanfort,Alaska,06/04/24 14:12:09
Jeffrey,Dog,Boxer,8,Red,Second Chance Animal Shelter,Stanleyside,Wisconsin,06/04/24 14:16:26
Jacob,Dog,Golden Retriever,10,Brown,Whiskers and Tails Sanctuary,South Rachel,Missouri,06/04/24 14:17:09
David,Dog,Bulldog,6,Brown,Faithful Friends Animal Shelter,Gillespieville,Ohio,06/04/24 15:14:28
Ryan,Dog,Yorkshire Terrier,9,Gray,Fur-Ever Homes Shelter,North Joy,Massachusetts,06/04/24 15:18:25
Kimberly,Cat,Ragdoll,5,Spotted,Rescue Me Animal Shelter,Jasonfort,Delaware,06/04/24 15:32:45
Scott,Cat,Persian,15,Striped,Second Chance Animal Shelter,New Amy,Utah,06/04/24 15:38:32
Nicholas,Cat,Siamese,15,Gray,Furry Companions Shelter,Lake Adam,Hawaii,06/04/24 16:02:09
Melissa,Cat,Scottish Fold,11,Spotted,Barks and Meows Haven,Lake Katherineshire,Tennessee,06/04/24 16:06:28
Stephanie,Cat,British Shorthair,13,Black,Safe Haven Animal Shelter,New Pamela,Kansas,06/04/24 16:11:55
Mario,Cat,Siamese,3,Striped,Happy Paws Rescue,East Cynthiaburgh,Nevada,06/04/24 17:36:11
Julie,Cat,Maine Coon,7,Red,Second Chance Animal Shelter,North Davidburgh,Ohio,06/04/24 17:38:03
Christina,Dog,Boxer,6,Brown,Cuddle Buddies Rescue,Stevensonburgh,Texas,06/04/24 17:44:47
Shawna,Cat,British Shorthair,10,Cream,Furry Friends Haven,South Ronaldview,Oregon,06/04/24 17:51:01
Mason,Dog,Dachshund,8,Gray,Cuddle Buddies Rescue,Stephanieburgh,Utah,06/04/24 18:26:29
Shannon,Cat,Birman,13,White,Second Chance Animal Shelter,West Samantha,Montana,06/04/24 18:50:00
Karen,Dog,Poodle,7,Black,Second Chance Animal Shelter,East Rhonda,Nebraska,06/04/24 18:54:24
Patricia,Cat,Persian,9,Spotted,Furry Friends Haven,West Jenniferhaven,Alabama,06/04/24 19:20:57
Brett,Cat,Maine Coon,5,Brown,Whiskers and Tails Sanctuary,Rossfort,Georgia,06/04/24 19:32:30
James,Dog,Rottweiler,9,Red,Safe Haven Animal Shelter,Davidville,North Dakota,06/04/24 19:37:56
Judith,Dog,Dachshund,10,Spotted,Happy Paws Rescue,West Jasminetown,Nevada,06/04/24 20:01:48
Tracy,Cat,Abyssinian,7,Striped,Loving Paws Rescue,South Carlton,South Dakota,06/04/24 20:28:53
James,Cat,Persian,8,Spotted,Rescue Me Animal Shelter,Crosbyville,Hawaii,06/04/24 20:36:42
Kristin,Cat,Scottish Fold,8,Black,Pet Haven Rescue,Jordanburgh,Arkansas,06/04/24 20:48:59
Charles,Cat,Sphynx,9,White,Furever Friends Sanctuary,Paulaton,Kansas,06/04/24 20:51:47
David,Dog,Golden Retriever,10,Golden,Furry Friends Haven,Deannaberg,South Carolina,06/04/24 21:04:11
Justin,Dog,German Shepherd,12,Blue,Rescue Me Animal Shelter,Kevinfort,Michigan,06/04/24 21:14:33
David,Dog,Bulldog,6,Blue,Pawsitive Outcomes Rescue,Lake Christina,North Dakota,06/04/24 21:26:40
Belinda,Dog,Poodle,13,Black,Four-Legged Friends Rescue,Peterview,Iowa,06/04/24 21:49:18
Anthony,Dog,Rottweiler,9,White,Four-Legged Friends Rescue,Michellehaven,West Virginia,06/04/24 21:57:22
Karen,Dog,Beagle,15,Red,Hopeful Hearts Animal Shelter,Lukebury,Rhode Island,06/04/24 22:05:36
Jon,Cat,Siamese,2,Black,Furry Companions Shelter,Lake Phyllis,Virginia,06/04/24 22:19:02
Matthew,Dog,Rottweiler,7,Black,Fur-Ever Homes Shelter,South Jasonshire,Indiana,06/04/24 22:21:07
Austin,Dog,Bulldog,8,Brown,Pawsitive Outcomes Rescue,Teresamouth,Washington,06/04/24 22:23:23
Adam,Cat,Sphynx,8,Black,Rescue Me Animal Shelter,North Dennisport,Michigan,06/04/24 23:00:42
Christopher,Dog,Dachshund,8,Cream,Whiskers and Tails Sanctuary,Morrisside,Nevada,06/04/24 23:36:10
John,Dog,Golden Retriever,4,Striped,Furever Friends Sanctuary,Coreymouth,Vermont,06/04/24 23:59:34
Kelly,Dog,Beagle,13,Brown,Fur-Ever Homes Shelter,West Michael,New Jersey,06/05/24 00:12:00
Tim,Cat,Persian,15,Red,Barks and Meows Haven,East Kathryn,New Jersey,06/05/24 00:19:08
Charles,Cat,Sphynx,2,Brown,Furever Friends Sanctuary,Lake Timothymouth,Minnesota,06/05/24 00:20:36
Carmen,Cat,British Shorthair,1,White,Faithful Friends Animal Shelter,Latashafurt,North Carolina,06/05/24 00:22:47
Brandon,Cat,Maine Coon,8,Cream,Second Chance Animal Shelter,North Jill,Louisiana,06/05/24 00:50:28
Kenneth,Cat,Oriental Shorthair,10,Cream,Barks and Meows Haven,Nunezmouth,South Dakota,06/05/24 00:59:46
Danielle,Cat,Maine Coon,15,Red,Furry Companions Shelter,Emilyside,Minnesota,06/05/24 01:55:06
Diana,Cat,Siamese,1,Blue,Animal Haven Rescue,Brandonborough,Iowa,06/05/24 02:02:21
Joseph,Dog,Dachshund,13,Gray,Furry Companions Shelter,West Rebecca,Ohio,06/05/24 02:05:40
Cynthia,Cat,Birman,15,Blue,Paws and Claws Shelter,New Kellyside,Idaho,06/05/24 02:28:20
Heidi,Cat,Abyssinian,1,Blue,Cuddle Buddies Rescue,Lake Ryanton,Alabama,06/05/24 02:47:28
Kelly,Cat,British Shorthair,14,Black,Wagging Tails Shelter,Kellymouth,South Carolina,06/05/24 03:04:54
Nancy,Dog,Rottweiler,9,White,Safe Haven Animal Shelter,Anthonyview,Colorado,06/05/24 03:22:18
David,Cat,Maine Coon,13,Golden,Animal Haven Rescue,Tylerborough,Michigan,06/05/24 03:26:03
Lisa,Cat,Birman,15,Red,Rescue Me Animal Shelter,West Debbie,New Mexico,06/05/24 03:38:32
Warren,Cat,Ragdoll,7,Cream,Whiskers and Tails Sanctuary,Christopherstad,Arkansas,06/05/24 03:50:18
Mark,Dog,Golden Retriever,7,Brown,Whiskers and Tails Sanctuary,Christineborough,Kansas,06/05/24 04:00:16
Sean,Dog,Yorkshire Terrier,1,White,Barks and Meows Haven,New Ariel,Nevada,06/05/24 04:04:37
Jennifer,Dog,Yorkshire Terrier,1,Blue,Cuddle Buddies Rescue,West Misty,California,06/05/24 04:31:36
Lisa,Dog,Beagle,7,Red,Hopeful Hearts Animal Shelter,Port Danielchester,Kansas,06/05/24 04:33:21
Brian,Dog,Boxer,6,Spotted,Faithful Friends Animal Shelter,West Christopherville,Iowa,06/05/24 04:49:01
William,Dog,Yorkshire Terrier,12,Gray,Happy Paws Rescue,Murphyberg,Alaska,06/05/24 05:42:21
Alison,Dog,Dachshund,14,Black,Furry Friends Haven,East Wyattland,Wyoming,06/05/24 05:49:36
Thomas,Cat,Sphynx,2,Red,Loving Paws Rescue,Lake Heatherfurt,Arkansas,06/05/24 05:56:41
Pamela,Cat,Maine Coon,8,Brown,Faithful Friends Animal Shelter,Joseville,Connecticut,06/05/24 06:38:41
Michael,Dog,Poodle,11,Brown,Fur-Ever Homes Shelter,Carlmouth,Texas,06/05/24 06:40:45
Nicholas,Dog,Yorkshire Terrier,4,Spotted,Loving Paws Rescue,Houstonshire,New Jersey,06/05/24 06:57:53
Kyle,Dog,Rottweiler,6,Striped,Faithful Friends Animal Shelter,New Reneehaven,Nevada,06/05/24 08:40:30
Teresa,Cat,Scottish Fold,13,Gray,Animal Haven Rescue,Darlenebury,Oregon,06/05/24 09:30:17
Kristin,Dog,Beagle,12,Golden,Four-Legged Friends Rescue,Hamiltonbury,Missouri,06/05/24 09:39:32
Stacey,Cat,Oriental Shorthair,14,Blue,Cuddle Buddies Rescue,East Karenfort,Colorado,06/05/24 10:09:41
Jeffrey,Dog,Yorkshire Terrier,6,White,Cuddle Buddies Rescue,Michaelfurt,Washington,06/05/24 10:14:11
Jennifer,Cat,Oriental Shorthair,10,White,Pet Haven Rescue,North Debra,New York,06/05/24 10:15:14
Kimberly,Cat,Persian,1,Red,Whiskers and Tails Sanctuary,Wagnerland,Georgia,06/05/24 10:32:20
Alicia,Cat,Siamese,3,Brown,Pawsitive Outcomes Rescue,Cruztown,Utah,06/05/24 11:49:16
Robert,Cat,Sphynx,9,Red,Animal Haven Rescue,West Raymond,Louisiana,06/05/24 11:51:05
Jasmine,Dog,Rottweiler,13,Cream,Whiskers and Tails Sanctuary,Maryfurt,Maryland,06/05/24 11:52:16
Dominique,Dog,German Shepherd,7,Black,Fur-Ever Homes Shelter,Martinezfurt,New Mexico,06/05/24 11:54:31
Jamie,Dog,Labrador Retriever,9,Black,Hopeful Hearts Animal Shelter,South Crystal,Mississippi,06/05/24 12:16:58
Kelly,Dog,Golden Retriever,10,Blue,Furry Companions Shelter,Patriciafort,Tennessee,06/05/24 12:28:02
Rachael,Cat,British Shorthair,13,Gray,Barks and Meows Haven,East Christopherside,Indiana,06/05/24 12:31:56
Krystal,Cat,Birman,11,Black,Wagging Tails Shelter,Moodychester,Indiana,06/05/24 12:38:46
Wanda,Cat,Sphynx,2,Blue,Safe Haven Animal Shelter,Emilyside,New Hampshire,06/05/24 12:52:26
Paul,Dog,Labrador Retriever,8,White,Pet Haven Rescue,Jessicafort,Missouri,06/05/24 13:16:26
Mary,Dog,Beagle,14,Blue,Fur-Ever Homes Shelter,Jacksonmouth,New Mexico,06/05/24 13:38:43
Nicole,Dog,Boxer,14,Striped,Rescue Me Animal Shelter,New Maryton,Rhode Island,06/05/24 14:04:47
Courtney,Cat,Oriental Shorthair,4,Golden,Pet Haven Rescue,New Austinhaven,North Dakota,06/05/24 14:10:34
Jacob,Dog,Yorkshire Terrier,7,Spotted,Rescue Me Animal Shelter,Timothybury,Vermont,06/05/24 14:18:02
Curtis,Cat,Abyssinian,14,Red,Furever Friends Sanctuary,South Kennethborough,Louisiana,06/05/24 14:25:12
Chelsea,Cat,Birman,7,Golden,Furry Friends Haven,Lake Donnaview,Arizona,06/05/24 14:37:12
Rachel,Dog,Beagle,9,Striped,Furry Companions Shelter,Williamsfurt,North Carolina,06/05/24 15:32:57
Christy,Cat,Abyssinian,4,Gray,Fur-Ever Homes Shelter,Josephside,Maine,06/05/24 15:53:29
Elizabeth,Dog,Beagle,5,Gray,Pawsitive Outcomes Rescue,East Steven,California,06/05/24 16:04:23
Christopher,Cat,Ragdoll,13,Blue,Pet Haven Rescue,East Rebekahport,Texas,06/05/24 16:51:02
Michael,Dog,Rottweiler,14,Golden,Fur-Ever Homes Shelter,East Williamside,Alabama,06/05/24 17:35:55
Tyler,Cat,Siamese,4,Black,Second Chance Animal Shelter,New Erik,North Carolina,06/05/24 17:45:05
Christopher,Cat,British Shorthair,12,Black,Second Chance Animal Shelter,Amandaborough,Alaska,06/05/24 18:07:21
Adam,Cat,Siamese,7,Striped,Pawsitive Outcomes Rescue,Michelleburgh,Connecticut,06/05/24 18:11:33
Mary,Cat,Maine Coon,13,Gray,Paws and Claws Shelter,Meltonside,North Carolina,06/05/24 18:33:49
Christine,Cat,Ragdoll,6,Spotted,Barks and Meows Haven,Alvarezland,Idaho,06/05/24 19:20:31
David,Dog,German Shepherd,8,Blue,Faithful Friends Animal Shelter,Keithtown,Ohio,06/05/24 19:39:10
Matthew,Cat,Birman,5,Brown,Wagging Tails Shelter,Joshuaville,Alaska,06/05/24 20:02:31
